Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage entre les classes,Couverture des tests,Dette technique,Nombre de défauts,Lisibilité du code,Nombre de lignes vides,Nombre de lignes de code en majuscules,Nombre d'occurrences de 'TODO',Méthode Longue,Spaghetti Code,Message Chains,Couplage Élevé,Large Class,Type
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\UnknownCompressedFileHelperCallable.kt,65,0.0,0,0,0,0,0,0,4,13,0,1,0,66,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\ZipHelperCallable.kt,152,0.0,0,0,0,0,0,0,6,15,0,1,0,153,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\AbstractGetHostInfoTask.kt,72,0.0,0,0,0,0,0,0,7,24,0,1,0,73,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\auth\FtpAuthenticationTask.kt,77,0.0,0,0,0,0,0,0,6,16,0,1,0,78,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\auth\FtpAuthenticationTaskCallable.kt,67,0.0,0,0,0,0,0,0,5,14,0,1,0,68,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\auth\FtpsAuthenticationTaskCallable.kt,85,0.0,0,0,0,0,0,0,5,21,0,1,0,86,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\hostcert\FtpsGetHostCertificateTask.kt,32,0.0,0,0,0,0,0,0,5,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ftp\hostcert\FtpsGetHostCertificateTaskCallable.kt,56,0.0,0,0,0,0,0,0,5,13,0,1,0,57,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\hashcalculator\CalculateHashCallback.java,101,0.0,0,0,0,0,0,0,25,15,0,1,0,102,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\hashcalculator\CalculateHashSftpCallback.java,66,0.0,0,0,0,0,0,0,14,14,0,1,0,67,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\hashcalculator\CalculateHashTask.kt,102,0.0,0,0,0,0,0,0,16,26,0,1,0,103,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\hashcalculator\DoNothingCalculateHashCallback.kt,26,0.0,0,0,0,0,0,0,4,14,0,1,0,27,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\movecopy\MoveFiles.java,159,0.0,0,0,0,0,0,0,20,31,1,1,0,160,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\movecopy\MoveFilesTask.kt,142,0.0,0,0,0,0,0,0,15,17,0,1,0,143,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\movecopy\PreparePasteTask.kt,456,0.0,0,0,0,0,0,0,33,56,0,1,0,457,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\BasicSearch.kt,48,0.0,0,0,0,0,0,0,5,14,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\DeepSearch.kt,71,0.0,0,0,0,0,0,0,8,16,0,1,0,72,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\FileSearch.kt,134,0.0,0,0,0,0,0,0,13,14,0,1,0,135,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\IndexedSearch.kt,60,0.0,0,0,0,0,0,0,5,14,0,1,0,61,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\SearchParameter.kt,34,0.0,0,0,0,0,0,0,5,15,0,1,0,35,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\SearchParameters.kt,53,0.0,0,0,0,0,0,0,9,15,0,1,0,54,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\SearchResult.kt,24,0.0,0,0,0,0,0,0,6,13,0,1,0,25,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\searchfilesystem\SearchResultListSorter.kt,86,0.0,0,0,0,0,0,0,11,19,0,1,0,87,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ssh\GetSshHostFingerprintTask.kt,33,0.0,0,0,0,0,0,0,4,13,0,1,0,34,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ssh\GetSshHostFingerprintTaskCallable.kt,80,0.0,0,0,0,0,0,0,6,13,0,1,0,81,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ssh\PemToKeyPairObservable.kt,198,0.0,0,0,0,0,0,0,16,23,0,1,0,199,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ssh\SshAuthenticationTask.kt,88,0.0,0,0,0,0,0,0,6,20,0,1,0,89,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\ssh\SshAuthenticationTaskCallable.kt,82,0.0,0,0,0,0,0,0,7,13,0,1,0,83,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\texteditor\read\ReadTextFileCallable.java,127,0.0,0,0,0,0,0,0,30,16,0,1,0,128,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\texteditor\read\ReadTextFileTask.kt,131,0.0,0,0,0,0,0,0,15,24,0,1,0,132,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\texteditor\write\WriteTextFileCallable.java,123,0.0,0,0,0,0,0,0,19,17,0,1,0,124,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\texteditor\write\WriteTextFileTask.kt,87,0.0,0,0,0,0,0,0,11,19,0,1,0,88,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\broadcast_receivers\PackageReceiver.java,49,0.0,0,0,0,0,0,0,11,15,0,1,0,50,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\handlers\FileHandler.kt,105,0.0,0,0,0,0,0,0,7,15,0,1,0,106,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\loaders\AppListLoader.java,184,0.0,0,0,0,0,0,0,43,23,5,1,0,185,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\management\ServiceWatcherUtil.java,236,0.0,0,0,0,0,0,0,46,21,0,1,0,237,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\AbstractProgressiveService.java,345,0.0,0,0,0,0,0,0,62,65,0,1,0,346,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\CopyService.java,459,0.0,0,0,0,0,0,0,85,38,0,1,0,460,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\DecryptService.java,252,0.0,0,0,0,0,0,0,52,23,0,1,0,253,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\EncryptService.java,250,0.0,0,0,0,0,0,0,50,21,0,1,0,251,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ExtractService.java,401,0.0,0,0,0,0,0,0,63,43,0,1,0,402,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ZipService.kt,331,0.0,0,0,0,0,0,0,32,25,0,1,0,332,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ftp\CommandFactoryFactory.kt,43,0.0,0,0,0,0,0,0,4,25,0,1,0,44,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ftp\FtpReceiver.kt,50,0.0,0,0,0,0,0,0,5,18,0,1,0,51,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ftp\FtpService.kt,355,0.0,0,0,0,0,0,0,30,40,0,1,0,356,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\services\ftp\FtpTileService.java,82,0.0,0,0,0,0,0,0,11,18,0,1,0,83,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\crashreport\AcraReportSender.kt,42,0.0,0,0,0,0,0,0,5,15,0,1,0,43,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\crashreport\AcraReportSenderFactory.kt,34,0.0,0,0,0,0,0,0,5,13,0,1,0,35,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\crashreport\ErrorActivity.java,446,0.0,0,0,0,0,0,0,62,87,0,1,0,447,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\CloudContract.java,31,0.0,0,0,0,0,0,0,7,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\CloudHandler.java,91,0.0,0,0,0,0,0,0,26,16,0,1,0,92,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\CryptHandler.kt,67,0.0,0,0,0,0,0,0,9,13,0,1,0,68,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\ExplorerDatabase.kt,343,0.0,0,0,0,0,0,0,18,122,0,1,0,344,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\SortHandler.java,85,0.0,0,0,0,0,0,0,20,17,0,1,0,86,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\TabHandler.java,72,0.0,0,0,0,0,0,0,17,17,0,1,0,73,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\UtilitiesDatabase.kt,499,0.0,0,0,0,0,0,0,20,326,0,1,0,500,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\UtilsHandler.kt,484,0.0,0,0,0,0,0,0,28,59,0,1,0,485,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\BookmarkEntryDao.java,66,0.0,0,0,0,0,0,0,13,24,0,1,0,67,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\CloudEntryDao.java,56,0.0,0,0,0,0,0,0,14,20,0,1,0,57,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\EncryptedEntryDao.java,52,0.0,0,0,0,0,0,0,13,21,0,1,0,53,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\GridEntryDao.java,48,0.0,0,0,0,0,0,0,12,18,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\HiddenEntryDao.java,48,0.0,0,0,0,0,0,0,12,18,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\HistoryEntryDao.java,51,0.0,0,0,0,0,0,0,13,21,0,1,0,52,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\ListEntryDao.java,48,0.0,0,0,0,0,0,0,11,19,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\SftpEntryDao.java,88,0.0,0,0,0,0,0,0,18,39,0,1,0,89,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\SmbEntryDao.java,68,0.0,0,0,0,0,0,0,14,27,0,1,0,69,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\SortDao.java,49,0.0,0,0,0,0,0,0,11,19,0,1,0,50,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\daos\TabDao.java,53,0.0,0,0,0,0,0,0,12,22,0,1,0,54,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\OperationData.java,99,0.0,0,0,0,0,0,0,19,34,0,1,0,100,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\StringWrapper.java,30,0.0,0,0,0,0,0,0,6,13,0,1,0,31,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\explorer\CloudEntry.java,66,0.0,0,0,0,0,0,0,16,13,0,1,0,67,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\explorer\EncryptedEntry.java,61,0.0,0,0,0,0,0,0,16,13,0,1,0,62,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\explorer\Sort.java,38,0.0,0,0,0,0,0,0,8,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\explorer\Tab.java,48,0.0,0,0,0,0,0,0,11,13,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\Bookmark.java,43,0.0,0,0,0,0,0,0,6,13,0,1,0,44,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\Grid.java,32,0.0,0,0,0,0,0,0,6,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\Hidden.java,32,0.0,0,0,0,0,0,0,6,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\History.java,32,0.0,0,0,0,0,0,0,6,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\List.java,32,0.0,0,0,0,0,0,0,6,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\OperationData.java,64,0.0,0,0,0,0,0,0,12,13,0,1,0,65,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\OperationDataWithName.java,53,0.0,0,0,0,0,0,0,10,13,0,1,0,54,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\SftpEntry.java,71,0.0,0,0,0,0,0,0,18,13,0,1,0,72,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\models\utilities\SmbEntry.java,32,0.0,0,0,0,0,0,0,6,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\typeconverters\EncryptedStringTypeConverter.kt,71,0.0,0,0,0,0,0,0,6,16,0,1,0,72,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\database\typeconverters\OpenModeTypeConverter.kt,40,0.0,0,0,0,0,0,0,5,13,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\exceptions\DocumentFileNotFoundException.kt,22,0.0,0,0,0,0,0,0,4,13,0,1,0,23,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\exceptions\NotAllowedException.kt,20,0.0,0,0,0,0,0,0,3,13,0,0,0,21,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\exceptions\OperationWouldOverwriteException.kt,20,0.0,0,0,0,0,0,0,3,13,0,0,0,21,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\exceptions\ShellCommandInvalidException.kt,20,0.0,0,0,0,0,0,0,3,13,0,0,0,21,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\CustomFileObserver.java,199,0.0,0,0,0,0,0,0,35,32,0,1,0,200,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\DeleteOperation.kt,112,0.0,0,0,0,0,0,0,12,26,0,1,0,113,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\EditableFileAbstraction.java,89,0.0,0,0,0,0,0,0,18,19,0,1,0,90,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\ExternalSdCardOperation.kt,189,0.0,0,0,0,0,0,0,14,26,0,1,0,190,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\FilenameHelper.kt,237,0.0,0,0,0,0,0,0,23,27,1,1,0,238,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\FileProperties.kt,276,0.0,0,0,0,0,0,0,25,26,2,1,0,277,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\FileUtil.java,273,0.0,0,0,0,0,0,0,39,41,1,1,0,274,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\HybridFile.java,1826,0.0,0,0,0,0,0,0,117,285,4,1,1,1827,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\HybridFileParcelable.java,228,0.0,0,0,0,0,0,0,43,26,1,1,0,229,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\MakeDirectoryOperation.kt,106,0.0,0,0,0,0,0,0,9,21,0,1,0,107,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\MakeFileOperation.kt,144,0.0,0,0,0,0,0,0,9,17,0,1,0,145,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\MediaStoreHack.java,279,0.0,0,0,0,0,0,0,22,39,0,1,0,280,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\Operations.java,774,0.0,0,0,0,0,0,0,63,110,0,1,0,775,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\PasteHelper.java,184,0.0,0,0,0,0,0,0,29,22,0,1,0,185,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\RenameOperation.kt,186,0.0,0,0,0,0,0,0,10,24,0,1,0,187,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\RootHelper.java,145,0.0,0,0,0,0,0,0,16,20,1,1,0,146,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\SafRootHolder.kt,28,0.0,0,0,0,0,0,0,6,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\cloud\CloudUtil.java,282,0.0,0,0,0,0,0,0,29,48,1,1,0,283,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\CompressedHelper.java,250,0.0,0,0,0,0,0,0,37,22,0,1,0,251,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\Extractor.java,100,0.0,0,0,0,0,0,0,23,15,0,1,0,101,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\AbstractCommonsArchiveExtractor.kt,118,0.0,0,0,0,0,0,0,6,16,0,1,0,119,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\AbstractCommonsCompressedFileExtractor.kt,88,0.0,0,0,0,0,0,0,7,15,0,1,0,89,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\AbstractCompressedTarArchiveExtractor.kt,56,0.0,0,0,0,0,0,0,7,13,0,1,0,57,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\Bzip2Extractor.kt,40,0.0,0,0,0,0,0,0,4,13,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\GzipExtractor.kt,40,0.0,0,0,0,0,0,0,4,13,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\LzmaExtractor.kt,40,0.0,0,0,0,0,0,0,4,13,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\SevenZipExtractor.kt,152,0.0,0,0,0,0,0,0,7,17,0,1,0,153,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\TarBzip2Extractor.kt,38,0.0,0,0,0,0,0,0,4,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\TarExtractor.kt,43,0.0,0,0,0,0,0,0,4,13,0,1,0,44,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\TarGzExtractor.kt,38,0.0,0,0,0,0,0,0,4,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\TarLzmaExtractor.kt,38,0.0,0,0,0,0,0,0,4,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\TarXzExtractor.kt,38,0.0,0,0,0,0,0,0,4,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\XzExtractor.kt,40,0.0,0,0,0,0,0,0,4,13,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\ZipExtractor.kt,147,0.0,0,0,0,0,0,0,7,16,0,1,0,148,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\Decompressor.kt,74,0.0,0,0,0,0,0,0,8,13,0,1,0,75,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\SevenZipDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\TarBzip2Decompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\TarDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\TarGzDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\TarLzmaDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\TarXzDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\UnknownCompressedFileDecompressor.kt,31,0.0,0,0,0,0,0,0,4,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\ZipDecompressor.kt,28,0.0,0,0,0,0,0,0,4,13,0,1,0,29,0,0,Type1
